pulls 1024mb_time 1024mb_layout 1280mb_time 1280mb_layout 1536mb_time 1536mb_layout 2048mb_time 2048mb_layout 768mb_time 768mb_layout cold_time cold_layout cold_clean_time cold_clean_layout betrfs_time betrfs_layout
6900 503.944138965 0.590430346663 364.762163524 0.617113928725 0.833398904892 0.61 0.545285904487 1 1717.74388498 0.359782931696 2295.77593136 0.340843493448 98.8944766265 0.350630444481 14.3412553144 0.99131053994
7000 484.325215256 0.59225026447 362.284098894 0.614613588912 0.540486057847 1 0.552036271866 1 1794.10980775 0.350724122369 2322.24078296 0.339650460419 101.14321851 0.349222474536 15.0317171611 0.991545524101
7100 476.487105944 0.593783729396 360.342209963 0.617639150309 0.54489444826 1 0.545037044306 1 1878.93085288 0.345143825273 2325.00753122 0.338860031995 99.3122982189 0.348469092249 14.3098084614 0.99150524426
7200 516.423903167 0.529759966175 363.031361143 0.609071687938 0.56053409395 1 0.540795971489 1 1890.99027052 0.343527554249 2331.59262686 0.338030558056 102.165391843 0.347219504559 13.7247330139 0.991610269031
7300 478.27880095 0.594501697707 369.092974877 0.596683372041 0.544908234187 1 0.543421338417 1 1809.62521449 0.350386428406 2370.31219864 0.336293915664 99.3981103845 0.345784846134 13.9528995825 0.991973590524
7400 495.041064245 0.590060493791 365.096886224 0.613577139473 0.549412743642 1 0.546878142809 1 1869.31621061 0.344604710367 2391.65057049 0.334465586967 101.444007112 0.343962247226 14.0929460394 0.991670650535
7500 497.385889701 0.579170493072 367.031587416 0.608068929813 0.567555763226 1 0.544071366981 1 1875.68069778 0.344410322825 2422.72224571 0.332927910807 102.188836043 0.338814152073 14.135387796 0.991606145761
7600 529.04699599 0.533655660506 361.496524545 0.608975160533 0.556778438785 1 0.548964001479 1 1895.95662392 0.342700453248 2425.85932785 0.33178288758 99.5134172746 0.332999929563 14.2041839391 0.991611083755
7700 531.972284189 0.532514734774 367.974414567 0.603730764162 0.562345923323 1 0.546400002785 1 1899.43332513 0.342032399835 2435.95082778 0.330362757215 102.325240777 0.339830529487 13.7894857031 0.992152197651
7800 565.293408522 0.519204421731 409.864978517 0.591896007029 139.342789036 0.58821885542 0.54313855574 1 1921.79403806 0.339577833079 2480.69136195 0.329488205515 103.099335711 0.338635757488 13.9725341191 0.992291903415
7900 546.425885444 0.534385474123 409.969615379 0.595242424022 1.29646589865 0.51867219917 0.546031645887 1 1894.45909157 0.341696606849 2459.23535733 0.327907611167 101.49497881 0.338036125998 14.5024787648 0.992111999164
8000 540.939526804 0.564517507317 417.067613335 0.57453714677 0.544797223925 1 0.546132937116 1 1881.45828874 0.342140312741 2399.88311116 0.326469608435 104.536297154 0.33137602986 14.0514495994 0.992081116907
8100 548.214603257 0.547810783715 410.595656947 0.577948415842 171.740128235 0.554718054469 0.547575180008 1 1960.01225256 0.336384970787 2331.94198684 0.326557087006 102.303610758 0.335948034667 13.5044592501 0.99217499404
8200 600.94941446 0.490803639612 439.110544975 0.578350683353 168.925417533 0.560519544605 0.545912823857 1 1961.55180829 0.335436593083 2298.50967758 0.325560654271 99.9372518569 0.33458401017 14.1506333452 0.992140367341
8300 592.757873846 0.507672969669 436.732887374 0.577597748317 80.8683615523 0.519941557416 0.550468634977 1 1968.37309391 0.335129407657 2302.4499397 0.323967221523 102.736772948 0.333101225993 14.1903692664 0.991956319975
8400 626.24003263 0.475437190358 437.747951925 0.572330579132 86.0086409614 0.635713186644 0.551955623232 1 1900.26572574 0.339214050627 2318.00302235 0.322614494714 103.628226017 0.319704769846 13.3717266695 0.992369517926
8500 558.141026496 0.554575150179 446.751986698 0.567965866876 87.6680223423 0.62307333022 0.551956294798 1 1955.27960729 0.334463018634 2306.11301497 0.321793244603 102.41898771 0.330911730579 13.4635498504 0.992325421734
8600 665.844300985 0.468178384503 455.543001685 0.544161232958 93.1029733989 0.654141664637 0.554307563022 1 1996.83794597 0.332071551815 2301.59532046 0.321738662254 103.910659752 0.330719332267 13.5433834238 0.99256363887
8700 610.529766497 0.489027202619 454.107813997 0.572794265267 185.786862615 0.580782736022 0.548164685484 1 2001.85448797 0.330800508112 2316.88152831 0.320517328188 104.656851721 0.329916592145 13.8762331169 0.992527649306
8800 708.341730146 0.454133730409 455.243298735 0.570025120591 192.989192887 0.623749053906 0.550038370931 1 2029.17267103 0.329567264998 2318.91829774 0.319723404847 103.62231351 0.329229724162 13.667652098 0.992461095284
8900 599.323634259 0.538274420372 467.795398351 0.561445671498 229.991170768 0.623137160893 0.559704171903 1 2046.58444314 0.326958578271 2314.27833767 0.318536689243 103.274365583 0.328372897613 13.7677784922 0.992327365729
9000 650.785334293 0.482806064599 469.812346017 0.562068746499 331.198289396 0.579889384534 0.548003880149 1 1934.63751898 0.321526112252 2288.74838396 0.318616757085 103.468800939 0.347152961326 13.7724765034 0.992614673127
9100 598.648356852 0.509299523729 482.59294307 0.53897892293 326.571234564 0.570914501508 0.549029367076 1 1858.92098771 0.321792513794 2318.96324097 0.317270641327 106.544274511 0.326638515215 13.6260564344 0.99268708675
9200 716.959791409 0.459240343348 472.159155074 0.56214840833 325.314532325 0.575250782441 0.551884872753 1 1751.8444323 0.326661150624 2322.23647852 0.316297412289 103.198058376 0.32596256294 13.3808144944 0.992448734349
9300 590.589096419 0.539923232764 493.703329178 0.53144723107 323.646553518 0.575375058884 0.547782443089 1 1703.84663057 0.326342316767 2341.68229087 0.315019267152 108.361756482 0.325185650205 13.6399677985 0.992627139515
9400 684.183887224 0.516916706971 481.84121448 0.551666029191 374.224029437 0.555576300275 0.550693022102 1 1692.98557913 0.322848404226 2329.98139887 0.314949746736 105.460943611 0.324797248004 13.4214112129 0.992777302712
9500 644.156325231 0.520462673935 491.605541024 0.557010926594 371.797306046 0.555549155837 0.585698756645 1 1641.23729631 0.323148686779 2350.59755349 0.313816556395 104.948383868 0.320399412597 13.2098913666 0.992327365729
9600 809.458050585 0.450940380099 492.384927764 0.560647924114 373.395895255 0.556357673715 0.549472949692 1 1618.24104756 0.32350391461 2359.10195367 0.313047516352 106.044440681 0.322881364824 13.0165433716 0.992448734349
9700 622.629869053 0.536611959644 536.157501292 0.523020367611 381.893466946 0.552685352433 0.553111548826 1 1656.13018394 0.318094764464 2342.09403838 0.312127262423 104.763972454 0.322041779011 13.2524500617 0.992627139515
9800 706.037696881 0.470510439415 879.936348098 0.433032693578 383.335259374 0.552547353319 0.55153048231 1 1624.81318223 0.320769879537 2347.14316009 0.311229096688 103.537650599 0.321444599774 12.8245469773 0.992527649306
